rank,layer,neuron,direction,mean_g,abs_mean_g,mean_abs_g,std_g,positive_fraction,sign_consistency
33,31,8664,supports_refusal,0.08056640625,0.08056640625,0.08056640625,0.0263671875,1.0,1.0
34,31,11301,supports_refusal,0.0784912109375,0.0784912109375,0.0784912109375,0.0435791015625,1.0,1.0
35,30,10840,supports_refusal,0.078369140625,0.078369140625,0.078369140625,0.001708984375,1.0,1.0
36,30,11050,supports_refusal,0.078125,0.078125,0.078125,0.0107421875,1.0,1.0
37,26,1089,suppresses_refusal,-0.076904296875,0.076904296875,0.076904296875,0.000244140625,0.0,1.0
38,19,10348,suppresses_refusal,-0.0756683349609375,0.0756683349609375,0.0756683349609375,0.0708160400390625,0.0,1.0
39,31,11512,supports_refusal,0.07464599609375,0.07464599609375,0.07464599609375,0.05230712890625,1.0,1.0
40,31,1686,supports_refusal,0.072998046875,0.072998046875,0.072998046875,0.025146484375,1.0,1.0
41,29,12561,supports_refusal,0.072906494140625,0.072906494140625,0.072906494140625,0.062835693359375,1.0,1.0
42,22,7981,supports_refusal,0.072265625,0.072265625,0.072265625,0.013671875,1.0,1.0
43,31,11202,suppresses_refusal,-0.071533203125,0.071533203125,0.071533203125,0.017333984375,0.0,1.0
44,31,7861,supports_refusal,0.070556640625,0.070556640625,0.070556640625,0.007080078125,1.0,1.0
45,30,5024,suppresses_refusal,-0.0694580078125,0.0694580078125,0.0694580078125,0.0145263671875,0.0,1.0
46,30,5831,suppresses_refusal,-0.069091796875,0.069091796875,0.069091796875,0.008056640625,0.0,1.0
47,30,1171,suppresses_refusal,-0.06884765625,0.06884765625,0.06884765625,0.00146484375,0.0,1.0
48,31,102,supports_refusal,0.06689453125,0.06689453125,0.06689453125,0.0126953125,1.0,1.0
49,19,3992,supports_refusal,0.06689453125,0.06689453125,0.06689453125,0.00048828125,1.0,1.0
50,31,2549,suppresses_refusal,-0.065673828125,0.065673828125,0.065673828125,0.028076171875,0.0,1.0
51,31,10620,supports_refusal,0.0654296875,0.0654296875,0.0654296875,0.0029296875,1.0,1.0
52,31,7517,suppresses_refusal,-0.065185546875,0.065185546875,0.065185546875,0.002197265625,0.0,1.0
53,29,5198,suppresses_refusal,-0.06494140625,0.06494140625,0.06494140625,0.0068359375,0.0,1.0
54,26,9401,suppresses_refusal,-0.0648193359375,0.0648193359375,0.0648193359375,0.0235595703125,0.0,1.0
55,12,846,supports_refusal,0.064453125,0.064453125,0.064453125,0.00048828125,1.0,1.0
56,31,1050,supports_refusal,0.063720703125,0.063720703125,0.063720703125,0.015869140625,1.0,1.0
57,31,287,suppresses_refusal,-0.063232421875,0.063232421875,0.063232421875,0.009033203125,0.0,1.0
58,31,6432,suppresses_refusal,-0.063232421875,0.063232421875,0.063232421875,0.027587890625,0.0,1.0
59,31,29,supports_refusal,0.0626220703125,0.0626220703125,0.0626220703125,0.0111083984375,1.0,1.0
60,30,4893,supports_refusal,0.0616455078125,0.0616455078125,0.0616455078125,0.0042724609375,1.0,1.0
61,15,4973,suppresses_refusal,-0.0616455078125,0.0616455078125,0.0616455078125,0.0447998046875,0.0,1.0
